����	�󵵼�	��������	��ܿ�	�ߴܿ�	�Ҵܿ�
운동	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
국토	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
정부	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
역사	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
정통	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민주	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
이	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
민주화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
그	2	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
산화	1	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
발전	1	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	None
독립	25	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
민족	16	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
이	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
우리	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
운동	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
대한	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
정부	12	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
민국	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
한국	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
수립	10	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
정치	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
소련	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
건국	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
임시	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
선거	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
등	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
조선	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
문제	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
유엔	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
것	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(1) 대한 민국의 수립
북한	10	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
공산	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
등	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
휴전	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
국군	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
위원회	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
작전	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
수립	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
민족	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
인민	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
남한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
그	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
대한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
정부	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
소련	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
교란	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
주의자	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
민국	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
사건	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
공산군	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(2) 북한의 공산화와 6⋅25 전쟁
제	22	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
공화국	21	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
대통령	14	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정치	14	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
체제	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
선거	9	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정부	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
사회	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
부정	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
정권	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
의거	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
이	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
시위	7	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
그	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
집권	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
자유당	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
국민	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
민주	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
군사	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
위	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(3) 민주주의의 발전
남북	17	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
통일	13	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
회담	11	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
그	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
북한	8	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
추진	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
평화	6	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
국가	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
정책	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
체제	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
남북한	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
적십자	5	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
자주	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
김일성	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
정부	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
위	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
원칙	4	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
제	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
공화국	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
공산	3	5차 교육과정	Ⅳ. 현대 사회의 전개	1. 민주 정치의 발전	(4) 통일을 위한 노력
경제	11	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
사회	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
이후	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
우리	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
성장	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
개발	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
계획	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
추진	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
개혁	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
운동	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
전쟁	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
빈곤	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
구조	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
대열	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
변화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
산업화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
도시화	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
진행	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
문제	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
야기	2	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	None
경제	30	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
정부	8	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
공업	8	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
이	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
추진	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
계획	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
국민	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
등	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
개발	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
것	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
공장	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
발전	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
그	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
우리	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
후	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
자유	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
생산	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
건설	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
전쟁	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
복구	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(1) 경제 활동의 진전
정부	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
신문	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
노동	7	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
경제	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
언론	6	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
의식	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
운동	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
방송	5	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
광복	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
국가	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
성장	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
국민	4	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
이후	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
사회	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
주의	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
이익	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
마련	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
농어촌	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
근대화	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
그	3	5차 교육과정	Ⅳ. 현대 사회의 전개	2. 경제 성장과 사회 변화	(2) 사회 개혁 운동의 전개
문화	10	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
민족	8	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
우리	5	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
교육	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
학술	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
활동	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
종교	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
발전	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
광복	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
이후	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
과제	3	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
문예	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
경제	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
혼란	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
속	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
수	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
남북	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
서구	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
수용	2	5차 교육과정	Ⅳ. 현대 사회의 전개	3. 현대 문화의 동향	None
